"","x"
"22428","Selma gp"
"22429","Montana gp"
"22430","Navarro gp"
"22431","Mesaverde gp"
"22432","Taylor gp"
"22433","Matawan gp"
"22434","Alberta gp"
"22435","Smoky gp"
"22436","Colorado gp"
"22437","Rosario gp"
"22438","Terlingua gp"
"22439","Austin gp"
"22440","Sustut gp"
"22441","Panoche gp"
"22442","Sierra Madre gp"
"22443","Tuscaloosa gp"
"22444","Eutaw gp"
"22445","Queen Charlotte gp"
"22446","Eagle Ford gp"
"22447","Kuskokwim gp"
"22448","Benton gp"
"22449","Washita gp"
"22450","Atascosa gp"
"22451","Woodbine gp"
"22452","Potomac gp"
"22453","Nanushuk gp"
"22454","Kandik gp"
"22455","Dakota gp"
"22456","Stephens Passage gp"
"22457","Fort St. John gp"
"22458","Fort St John gp"
"22459","Fredericksburg gp"
"22460","Edwards gp"
"22461","Naples Bay gp"
"22462","Taylor Creek gp"
"22463","Ugnuravik gp"
"22464","Jackass Mountain gp"
"22465","Mannville gp"
"22466","Darnley Bay gp"
"22467","Big Cypress gp"
"22468","Blairmore gp"
"22469","Trinity gp"
"22470","Inyan Kara gp"
"22471","Luscar gp"
"22472","Bisbee gp"
"22473","Ocean Reef gp"
"22474","Zacatera gp"
"22475","Ixcoy gp"
"22476","Coal Harbour gp"
"22477","Glades gp"
"22478","Bullhead gp"
"22479","Cotton Valley gp"
"22480","Coahuila gp"
"22481","Kyuquot gp"
"22482","Relay Mountain gp"
"22483","Parsons gp"
"22484","Minnes gp"
"22485","Schei Point gp"
"22486","Kootenay gp"
"22487","Louark gp"
"22488","Bowser Lake gp"
"22489","Pony Trail gp"
"22490","Vanguard gp"
"22491","Ellis gp"
"22492","San Rafael gp"
"22493","Bug Creek gp"
"22494","Tuxedni gp"
"22495","Etivluk gp"
"22496","Dewdney Creek gp"
"22497","Tyaughton gp"
"22498","Hozameen gp"
"22499","Lucile gp"
"22500","Ladner gp"
"22501","Rossland gp"
"22502","Aldrich Mountains gp"
"22503","Vancouver gp"
"22504","Bonanza gp"
"22505","Takla gp"
"22506","Aldrich Mountain gp"
"22507","Culpeper gp"
"22508","Chugwater gp"
"22509","Mille Lacs gp"
"22510","Ymir gp"
"22511","Schooler Creek gp"
"22512","Auld Lange Syne gp"
"22513","Cadwallader gp"
"22514","Sadlerochit gp"
"22515","Spray River gp"
"22516","Seven Devils gp"
"22517","Star Peak gp"
"22518","Cache Creek gp"
"22519","Dockum gp"
"22520","Diaber gp"
"22521","Koipato gp"
"22522","Artesia gp"
"22523","Skolai gp"
"22524","Park City gp"
"22525","Ishbel gp"
"22526","Whitehorse gp"
"22527","Nippewalla gp"
"22528","Naco gp"
"22529","Kaslo gp"
"22530","Slide Mountain gp"
"22531","Delaware Mountain gp"
"22532","El Reno gp"
"22533","Hennessey gp"
"22534","Clear Fork gp"
"22535","Sumner gp"
"22536","Phosphoria gp"
"22537","Sun Valley gp"
"22538","Manzano gp"
"22539","Wichita gp"
"22540","Dunkard gp"
"22541","Arcturus gp"
"22542","Cutler gp"
"22543","Sedona gp"
"22544","Chase gp"
"22545","Owens Valley gp"
"22546","Pontotoc gp"
"22547","Oquirrh gp"
"22548","Chilliwack gp"
"22549","Cisco gp"
"22550","Albany gp"
"22551","Wolfcamp gp"
"22552","Council Grove gp"
"22553","Lisburne gp"
"22554","Minnelusa gp"
"22555","Admire gp"
"22556","Milford gp"
"22557","Vanoss gp"
"22558","Wabaunsee gp"
"22559","Moran gp"
"22560","Magdalena gp"
"22561","Virgil gp"
"22562","Hermosa gp"
"22563","Durst gp"
"22564","Shawnee gp"
"22565","Monongahela gp"
"22566","Graham gp"
"22567","Douglas gp"
"22568","Waubaunsee gp"
"22569","Conemaugh gp"
"22570","Missouri gp"
"22571","Canyon gp"
"22572","Lansing gp"
"22573","Harper Ranch gp"
"22574","Pleasanton gp"
"22575","Hoxbar gp"
"22576","Kansas City gp"
"22577","McLeansboro gp"
"22578","Colony Creek gp"
"22579","Skiatook gp"
"22580","Ochelata gp"
"22581","Whitt gp"
"22582","Santa Rosa gp"
"22583","Strawn gp"
"22584","Des Moines gp"
"22585","Marmaton gp"
"22586","Carbondale gp"
"22587","Kewanee gp"
"22588","Cabaniss gp"
"22589","Cherokee gp"
"22590","Allegheny gp"
"22591","Krebs gp"
"22592","Rhode Island gp"
"22593","Raccoon Creek gp"
"22594","Spray Lakes gp"
"22595","Pottsville gp"
"22596","Bend gp"
"22597","Dornick Hills gp"
"22598","McCormick gp"
"22599","Breathitt gp"
"22600","Morrow gp"
"22601","Crab Orchard Mountains gp"
"22602","Stoddart gp"
"22603","Amsden gp"
"22604","Rocky Mountain gp"
"22605","Springer gp"
"22606","Jackfork gp"
"22607","Gizzard gp"
"22608","Crooked Fork gp"
"22609","Endicott gp"
"22610","Rundle gp"
"22611","Mauch Chunk gp"
"22612","Chester gp"
"22613","Stanley gp"
"22614","Mispec gp"
"22615","Buffalo Wallow gp"
"22616","Codroy gp"
"22617","Big Snowy gp"
"22618","Windsor gp"
"22619","Mayes gp"
"22620","West Baden gp"
"22621","Stephensport gp"
"22622","Okaw gp"
"22623","Paint Creek gp"
"22624","Cedar Bluff gp"
"22625","Greenbrier gp"
"22626","Pope gp"
"22627","Meramec gp"
"22628","White Knob gp"
"22629","Madison gp"
"22630","Chesterfield Range gp"
"22631","Arroyo Penasco gp"
"22632","Blue River gp"
"22633","Escabrosa gp"
"22634","Sanders gp"
"22635","Grand Rapids gp"
"22636","Osage gp"
"22637","Augusta gp"
"22638","Knobs gp"
"22639","Borden gp"
"22640","Pocono gp"
"22641","St Joe gp"
"22642","Fairholme gp"
"22643","Mammoth Cave gp"
"22644","Kinderhook gp"
"22645","North Hill gp"
"22646","Chouteau gp"
"22647","Hampton gp"
"22648","Cuyahoga gp"
"22649","New Albany gp"
"22650","Three Forks gp"
"22651","Sulphur Springs gp"
"22652","Chaffee gp"
"22653","Yellow Spring gp"
"22654","Conneaut gp"
"22655","Antrim gp"
"22656","Susquehanna gp"
"22657","Wabamun gp"
"22658","Venango gp"
"22659","Melville Island gp"
"22660","Qu'appelle gp"
"22661","Conewango gp"
"22662","Greenland Gap gp"
"22663","Canadaway gp"
"22664","Bradford gp"
"22665","Okse Bay gp"
"22666","Winterburn gp"
"22667","Walton gp"
"22668","Jefferson gp"
"22669","Muscatatuck gp"
"22670","West Falls gp"
"22671","Woodbend gp"
"22672","Earn gp"
"22673","Oske Bay gp"
"22674","Saskatchewan gp"
"22675","Beaverhill Lake gp"
"22676","Sonyea gp"
"22677","Askin gp"
"22678","McDame gp"
"22679","Manitoba gp"
"22680","Hamilton gp"
"22681","Baird gp"
"22682","Elk Point gp"
"22683","Traverse gp"
"22684","Detroit River gp"
"22685","Onondaga gp"
"22686","Muscatuck gp"
"22687","Tristates gp"
"22688","Hunton gp"
"22689","Talladega gp"
"22690","Shapleigh gp"
"22691","Oriskany gp"
"22692","New Harmony gp"
"22693","Road River gp"
"22694","Helderberg gp"
"22695","St. Juste gp"
"22696","St Francis gp"
"22697","Dockendorff gp"
"22698","Read Bay gp"
"22699","Seboomook gp"
"22700","Mont Wissick gp"
"22701","Mascarene gp"
"22702","Charlotte gp"
"22703","Middle River gp"
"22704","East Branch gp"
"22705","Salina gp"
"22706","Bass Islands gp"
"22707","Bainbridge gp"
"22708","Arisaig gp"
"22709","Clinton gp"
"22710","Cayuga gp"
"22711","Perham gp"
"22712","Brownsport gp"
"22713","Lockport gp"
"22714","Wayne gp"
"22715","Peary Land gp"
"22716","Chaleurs Bay gp"
"22717","Niagara gp"
"22718","Engadine gp"
"22719","Washington Land gp"
"22720","Amabel gp"
"22721","Botwood gp"
"22722","Springdale gp"
"22723","Upper Road River gp"
"22724","Manistique gp"
"22725","Cataract gp"
"22726","Interlake gp"
"22727","Crab Orchard gp"
"22728","Cape St John gp"
"22729","La Poile gp"
"22730","Wabi gp"
"22731","Burnt Bluff gp"
"22732","Medina gp"
"22733","Albion gp"
"22734","Merrimack gp"
"22735","Morris Buft gp"
"22736","Amundsen Land gp"
"22737","Churchill River gp"
"22738","Maquoketa gp"
"22739","Harley Ridge gp"
"22740","Bighorn gp"
"22741","Chickamauga gp"
"22742","Edgewood gp"
"22743","Viola gp"
"22744","Maysville gp"
"22745","Lorraine gp"
"22746","Egingway Bay gp"
"22747","Galena gp"
"22748","Cornwallis gp"
"22749","Black River gp"
"22750","Bad Cache Rapids gp"
"22751","Trenton gp"
"22752","Nashville gp"
"22753","Simpson gp"
"22754","Tetagouche gp"
"22755","Burtons Head gp"
"22756","Sinnipee gp"
"22757","Trinite gp"
"22758","Quebec gp"
"22759","Julies Harbor gp"
"22760","Winnipeg gp"
"22761","Lardeau gp"
"22762","Stones River gp"
"22763","High Bridge gp"
"22764","Montoya gp"
"22765","Platteville gp"
"22766","Ancell gp"
"22767","Saint Paul gp"
"22768","St Paul gp"
"22769","Beekmantown gp"
"22770","Table Head gp"
"22771","Chazy gp"
"22772","Knox gp"
"22773","Canada Head gp"
"22774","Wild Bight gp"
"22775","Ryder Gletscher gp"
"22776","Pogonip gp"
"22777","Casco Bay gp"
"22778","Ellenburger gp"
"22779","Arbuckle gp"
"22780","Prairie du Chien gp"
"22781","Wappinger gp"
"22782","St John gp"
"22783","Meguma gp"
"22784","St. George gp"
"22785","Kechika gp"
"22786","Slocan gp"
"22787","McKay gp"
"22788","Tavsens Iskappe gp"
"22789","Volvedal gp"
"22790","Cow Head gp"
"22791","El Paso gp"
"22792","Harcourt gp"
"22793","Admiralty gp"
"22794","Milne Fiord gp"
"22795","Conasauga gp"
"22796","Cariboo gp"
"22797","Moore Hollow gp"
"22798","Conococheague gp"
"22799","Stockbridge gp"
"22800","Timbered Hills gp"
"22801","Trempealeau gp"
"22802","Elvins gp"
"22803","Gallatin gp"
"22804","Tunnel City gp"
"22805","Elk Mound gp"
"22806","Horseshoe Mountain gp"
"22807","Dresbach gp"
"22808","Liberty Complex gp"
"22809","Woods Corners gp"
"22810","Tonto gp"
"22811","Gros Ventre gp"
"22812","Albemarle gp"
"22813","Conanicut gp"
"22814","Furnace gp"
"22815","Bourinot gp"
"22816","Browns Mountain gp"
"22817","Adeyton gp"
"22818","Chilhowee gp"
"22819","Atan gp"
"22820","Gog gp"
"22821","Brigham gp"
"22822","Oak Hill gp"
"22823","Labrador gp"
"22824","Ellesmere gp"
"22825","Bronlund Fjord gp"
"22826","Tindir gp"
"22827","Glenarm gp"
"22828","Kahatchee Mountain gp"
"22829","Windermere gp"
"22830","Hamill gp"
"22831","Polkorridoren gp"
"22832","Ingenika gp"
"22833","Hyland gp"
"22834","Paradisfjeld gp"
"22835","Skagen gp"
"22836","Wichita Granite gp"
"22837","Horse Ranch gp"
"22838","Misinchinka gp"
"22839","Walden Creek gp"
"22840","Boston Bay gp"
"22841","McCoy Creek gp"
"22842","Rapitan gp"
"22843","Great Smoky gp"
"22844","Snowbird gp"
"22845","Musgravetown gp"
"22846","Horsethief Creek gp"
"22847","Shaler gp"
"22848","Hodgewater gp"
"22849","Nunatsiaq gp"
"22850","Fourchu gp"
"22851","Coldbrook gp"
"22852","Miette gp"
"22853","Harbor Main gp"
"22854","George River gp"
"22855","Big Bear gp"
"22856","Chuar gp"
"22857","Coates Lake gp"
"22858","Pahrump gp"
"22859","Uinta Mountain gp"
"22860","Connecting Point gp"
"22861","Green Head gp"
"22862","Uluksan gp"
"22863","Eqalulik gp"
"22864","Little Dal gp"
"22865","Katherine gp"
"22866","Rae gp"
"22867","Seal Lake gp"
"22868","Ramah gp"
"22869","Bayfield gp"
"22870","Croteau gp"
"22871","Oronto gp"
"22872","Chengwatana Volcanic gp"
"22873","Coppermine River gp"
"22874","Unkar gp"
"22875","Purcell gp"
"22876","Thule gp"
"22877","Flinton gp"
"22878","Carrizo Mountain gp"
"22879","Osler gp"
"22880","Muskwa gp"
"22881","Independence Fjord gp"
"22882","Powder Mill gp"
"22883","Lemhi gp"
"22884","Sibley gp"
"22885","Dismal Lakes gp"
"22886","Pinguicula gp"
"22887","Dubawnt gp"
"22888","Lafrance Creek gp"
"22889","Coppery Creek gp"
"22890","Quartet gp"
"22891","Missoula gp"
"22892","Ravalli gp"
"22893","Gillespie Lake gp"
"22894","Hornby Bay gp"
"22895","Fairchild Lake gp"
"22896","Et-Then gp"
"22897","Belcher gp"
"22898","Nastapoka gp"
"22899","Hurwitz gp"
"22900","Gagnon gp"
"22901","Whitewater gp"
"22902","Mistassini gp"
"22903","Chantrey gp"
"22904","Baraga gp"
"22905","Chukotat gp"
"22906","Povungnituk gp"
"22907","Doublet gp"
"22908","Paint River gp"
"22909","Knob Lake gp"
"22910","Martin gp"
"22911","Nonacho gp"
"22912","Animikie gp"
"22913","Goulburn gp"
"22914","Ash Creek gp"
"22915","Great Slave gp"
"22916","Snare gp"
"22917","Menominee gp"
"22918","Richmond Gulf gp"
"22919","Chocolay gp"
"22920","Pachi gp"
"22921","Cobalt gp"
"22922","San Antonio gp"
"22923","Quirke Lake gp"
"22924","Hough Lake gp"
"22925","Elliot Lake gp"
"22926","Seine gp"
"22927","Knife Lake gp"
"22928","Tazin gp"
"22929","Wilson Island gp"
"22930","Cadillac gp"
"22931","Island Lake gp"
"22932","Oxford gp"
"22933","Keewatin gp"
"22934","Opemisca gp"
"22935","Rice Lake gp"
"22936","Dickinson gp"
"22937","Blake River gp"
"22938","Pontiac gp"
"22939","Kewagama gp"
"22940","Hayes River gp"
"22941","Malartic gp"
"22942","Missi gp"
"22943","Sickle gp"
"22944","Amisk gp"
"22945","Steeprock gp"
"22946","Wildcat Gp"
"22947","Chesapeake Gp"
"22948","Imperial Gp"
"22949","Hawthorn Gp"
"22950","San Pablo Gp"
"22951","Monterey Gp"
"22952","Topanga Gp"
"22953","Columbia River Basalt Gp"
"22954","Split Mountain Gp"
"22955","Apache Gp"
"22956","Catahoula Gp"
"22957","Pamunkey Gp"
"22958","Kenai Gp"
"22959","San Lorenzo Gp"
"22960","Vicksburg Gp"
"22961","Twin River Gp"
"22962","Jackson Gp"
"22963","Ocala Gp"
"22964","Barnwell Gp"
"22965","Poway Gp"
"22966","Claiborne Gp"
"22967","Puget Gp"
"22968","Sunlight Gp"
"22969","Needles Range Gp"
"22970","Eureka Sound Gp"
"22971","Rancocas Gp"
"22972","La Jolla Gp"
"22973","Washburn Gp"
"22974","Umpqua Gp"
"22975","Orca Gp"
"22976","Wilcox Gp"
"22977","Orla Gp"
"22978","Colville Gp"
"22979","Midway Gp"
"22980","Fort Union Gp"
"22981","Kap Washington Gp"
"22982","Fish River Gp"
"22983","Saunders Gp"
"22984","Valdez Gp"
"22985","Monmouth Gp"
"22986","Black Buttes coal Gp"
"22987","Amundsen Gulf Gp"
"22988","Selma Gp"
"22989","Montana Gp"
"22990","Navarro Gp"
"22991","Mesaverde Gp"
"22992","Taylor Gp"
"22993","Matawan Gp"
"22994","Alberta Gp"
"22995","Smoky Gp"
"22996","Colorado Gp"
"22997","Rosario Gp"
"22998","Terlingua Gp"
"22999","Austin Gp"
"23000","Sustut Gp"
"23001","Panoche Gp"
"23002","Sierra Madre Gp"
"23003","Tuscaloosa Gp"
"23004","Eutaw Gp"
"23005","Queen Charlotte Gp"
"23006","Eagle Ford Gp"
"23007","Kuskokwim Gp"
"23008","Benton Gp"
"23009","Washita Gp"
"23010","Atascosa Gp"
"23011","Woodbine Gp"
"23012","Potomac Gp"
"23013","Nanushuk Gp"
"23014","Kandik Gp"
"23015","Dakota Gp"
"23016","Stephens Passage Gp"
"23017","Fort St. John Gp"
"23018","Fort St John Gp"
"23019","Fredericksburg Gp"
"23020","Edwards Gp"
"23021","Naples Bay Gp"
"23022","Taylor Creek Gp"
"23023","Ugnuravik Gp"
"23024","Jackass Mountain Gp"
"23025","Mannville Gp"
"23026","Darnley Bay Gp"
"23027","Big Cypress Gp"
"23028","Blairmore Gp"
"23029","Trinity Gp"
"23030","Inyan Kara Gp"
"23031","Luscar Gp"
"23032","Bisbee Gp"
"23033","Ocean Reef Gp"
"23034","Zacatera Gp"
"23035","Ixcoy Gp"
"23036","Coal Harbour Gp"
"23037","Glades Gp"
"23038","Bullhead Gp"
"23039","Cotton Valley Gp"
"23040","Coahuila Gp"
"23041","Kyuquot Gp"
"23042","Relay Mountain Gp"
"23043","Parsons Gp"
"23044","Minnes Gp"
"23045","Schei Point Gp"
"23046","Kootenay Gp"
"23047","Louark Gp"
"23048","Bowser Lake Gp"
"23049","Pony Trail Gp"
"23050","Vanguard Gp"
"23051","Ellis Gp"
"23052","San Rafael Gp"
"23053","Bug Creek Gp"
"23054","Tuxedni Gp"
"23055","Etivluk Gp"
"23056","Dewdney Creek Gp"
"23057","Tyaughton Gp"
"23058","Hozameen Gp"
"23059","Lucile Gp"
"23060","Ladner Gp"
"23061","Rossland Gp"
"23062","Aldrich Mountains Gp"
"23063","Vancouver Gp"
"23064","Bonanza Gp"
"23065","Takla Gp"
"23066","Aldrich Mountain Gp"
"23067","Culpeper Gp"
"23068","Chugwater Gp"
"23069","Mille Lacs Gp"
"23070","Ymir Gp"
"23071","Schooler Creek Gp"
"23072","Auld Lange Syne Gp"
"23073","Cadwallader Gp"
"23074","Sadlerochit Gp"
"23075","Spray River Gp"
"23076","Seven Devils Gp"
"23077","Star Peak Gp"
"23078","Cache Creek Gp"
"23079","Dockum Gp"
"23080","Diaber Gp"
"23081","Koipato Gp"
"23082","Artesia Gp"
"23083","Skolai Gp"
"23084","Park City Gp"
"23085","Ishbel Gp"
"23086","Whitehorse Gp"
"23087","Nippewalla Gp"
"23088","Naco Gp"
"23089","Kaslo Gp"
"23090","Slide Mountain Gp"
"23091","Delaware Mountain Gp"
"23092","El Reno Gp"
"23093","Hennessey Gp"
"23094","Clear Fork Gp"
"23095","Sumner Gp"
"23096","Phosphoria Gp"
"23097","Sun Valley Gp"
"23098","Manzano Gp"
"23099","Wichita Gp"
"23100","Dunkard Gp"
"23101","Arcturus Gp"
"23102","Cutler Gp"
"23103","Sedona Gp"
"23104","Chase Gp"
"23105","Owens Valley Gp"
"23106","Pontotoc Gp"
"23107","Oquirrh Gp"
"23108","Chilliwack Gp"
"23109","Cisco Gp"
"23110","Albany Gp"
"23111","Wolfcamp Gp"
"23112","Council Grove Gp"
"23113","Lisburne Gp"
"23114","Minnelusa Gp"
"23115","Admire Gp"
"23116","Milford Gp"
"23117","Vanoss Gp"
"23118","Wabaunsee Gp"
"23119","Moran Gp"
"23120","Magdalena Gp"
"23121","Virgil Gp"
"23122","Hermosa Gp"
"23123","Durst Gp"
"23124","Shawnee Gp"
"23125","Monongahela Gp"
"23126","Graham Gp"
"23127","Douglas Gp"
"23128","Waubaunsee Gp"
"23129","Conemaugh Gp"
"23130","Missouri Gp"
"23131","Canyon Gp"
"23132","Lansing Gp"
"23133","Harper Ranch Gp"
"23134","Pleasanton Gp"
"23135","Hoxbar Gp"
"23136","Kansas City Gp"
"23137","McLeansboro Gp"
"23138","Colony Creek Gp"
"23139","Skiatook Gp"
"23140","Ochelata Gp"
"23141","Whitt Gp"
"23142","Santa Rosa Gp"
"23143","Strawn Gp"
"23144","Des Moines Gp"
"23145","Marmaton Gp"
"23146","Carbondale Gp"
"23147","Kewanee Gp"
"23148","Cabaniss Gp"
"23149","Cherokee Gp"
"23150","Allegheny Gp"
"23151","Krebs Gp"
"23152","Rhode Island Gp"
"23153","Raccoon Creek Gp"
"23154","Spray Lakes Gp"
"23155","Pottsville Gp"
"23156","Bend Gp"
"23157","Dornick Hills Gp"
"23158","McCormick Gp"
"23159","Breathitt Gp"
"23160","Morrow Gp"
"23161","Crab Orchard Mountains Gp"
"23162","Stoddart Gp"
"23163","Amsden Gp"
"23164","Rocky Mountain Gp"
"23165","Springer Gp"
"23166","Jackfork Gp"
"23167","Gizzard Gp"
"23168","Crooked Fork Gp"
"23169","Endicott Gp"
"23170","Rundle Gp"
"23171","Mauch Chunk Gp"
"23172","Chester Gp"
"23173","Stanley Gp"
"23174","Mispec Gp"
"23175","Buffalo Wallow Gp"
"23176","Codroy Gp"
"23177","Big Snowy Gp"
"23178","Windsor Gp"
"23179","Mayes Gp"
"23180","West Baden Gp"
"23181","Stephensport Gp"
"23182","Okaw Gp"
"23183","Paint Creek Gp"
"23184","Cedar Bluff Gp"
"23185","Greenbrier Gp"
"23186","Pope Gp"
"23187","Meramec Gp"
"23188","White Knob Gp"
"23189","Madison Gp"
"23190","Chesterfield Range Gp"
"23191","Arroyo Penasco Gp"
"23192","Blue River Gp"
"23193","Escabrosa Gp"
"23194","Sanders Gp"
"23195","Grand Rapids Gp"
"23196","Osage Gp"
"23197","Augusta Gp"
"23198","Knobs Gp"
"23199","Borden Gp"
"23200","Pocono Gp"
"23201","St Joe Gp"
"23202","Fairholme Gp"
"23203","Mammoth Cave Gp"
"23204","Kinderhook Gp"
"23205","North Hill Gp"
"23206","Chouteau Gp"
"23207","Hampton Gp"
"23208","Cuyahoga Gp"
"23209","New Albany Gp"
"23210","Three Forks Gp"
"23211","Sulphur Springs Gp"
"23212","Chaffee Gp"
"23213","Yellow Spring Gp"
"23214","Conneaut Gp"
"23215","Antrim Gp"
"23216","Susquehanna Gp"
"23217","Wabamun Gp"
"23218","Venango Gp"
"23219","Melville Island Gp"
"23220","Qu'appelle Gp"
"23221","Conewango Gp"
"23222","Greenland Gap Gp"
"23223","Canadaway Gp"
"23224","Bradford Gp"
"23225","Okse Bay Gp"
"23226","Winterburn Gp"
"23227","Walton Gp"
"23228","Jefferson Gp"
"23229","Muscatatuck Gp"
"23230","West Falls Gp"
"23231","Woodbend Gp"
"23232","Earn Gp"
"23233","Oske Bay Gp"
"23234","Saskatchewan Gp"
"23235","Beaverhill Lake Gp"
"23236","Sonyea Gp"
"23237","Askin Gp"
"23238","McDame Gp"
"23239","Manitoba Gp"
"23240","Hamilton Gp"
"23241","Baird Gp"
"23242","Elk Point Gp"
"23243","Traverse Gp"
"23244","Detroit River Gp"
"23245","Onondaga Gp"
"23246","Muscatuck Gp"
"23247","Tristates Gp"
"23248","Hunton Gp"
"23249","Talladega Gp"
"23250","Shapleigh Gp"
"23251","Oriskany Gp"
"23252","New Harmony Gp"
"23253","Road River Gp"
"23254","Helderberg Gp"
"23255","St. Juste Gp"
"23256","St Francis Gp"
"23257","Dockendorff Gp"
"23258","Read Bay Gp"
"23259","Seboomook Gp"
"23260","Mont Wissick Gp"
"23261","Mascarene Gp"
"23262","Charlotte Gp"
"23263","Middle River Gp"
"23264","East Branch Gp"
"23265","Salina Gp"
"23266","Bass Islands Gp"
"23267","Bainbridge Gp"
"23268","Arisaig Gp"
"23269","Clinton Gp"
"23270","Cayuga Gp"
"23271","Perham Gp"
"23272","Brownsport Gp"
"23273","Lockport Gp"
"23274","Wayne Gp"
"23275","Peary Land Gp"
"23276","Chaleurs Bay Gp"
"23277","Niagara Gp"
"23278","Engadine Gp"
"23279","Washington Land Gp"
"23280","Amabel Gp"
"23281","Botwood Gp"
"23282","Springdale Gp"
"23283","Upper Road River Gp"
"23284","Manistique Gp"
"23285","Cataract Gp"
"23286","Interlake Gp"
"23287","Crab Orchard Gp"
"23288","Cape St John Gp"
"23289","La Poile Gp"
"23290","Wabi Gp"
"23291","Burnt Bluff Gp"
"23292","Medina Gp"
"23293","Albion Gp"
"23294","Merrimack Gp"
"23295","Morris Buft Gp"
"23296","Amundsen Land Gp"
"23297","Churchill River Gp"
"23298","Maquoketa Gp"
"23299","Harley Ridge Gp"
"23300","Bighorn Gp"
"23301","Chickamauga Gp"
"23302","Edgewood Gp"
"23303","Viola Gp"
"23304","Maysville Gp"
"23305","Lorraine Gp"
"23306","Egingway Bay Gp"
"23307","Galena Gp"
"23308","Cornwallis Gp"
"23309","Black River Gp"
"23310","Bad Cache Rapids Gp"
"23311","Trenton Gp"
"23312","Nashville Gp"
"23313","Simpson Gp"
"23314","Tetagouche Gp"
"23315","Burtons Head Gp"
"23316","Sinnipee Gp"
"23317","Trinite Gp"
"23318","Quebec Gp"
"23319","Julies Harbor Gp"
"23320","Winnipeg Gp"
"23321","Lardeau Gp"
"23322","Stones River Gp"
"23323","High Bridge Gp"
"23324","Montoya Gp"
"23325","Platteville Gp"
"23326","Ancell Gp"
"23327","Saint Paul Gp"
"23328","St Paul Gp"
"23329","Beekmantown Gp"
"23330","Table Head Gp"
"23331","Chazy Gp"
"23332","Knox Gp"
"23333","Canada Head Gp"
"23334","Wild Bight Gp"
"23335","Ryder Gletscher Gp"
"23336","Pogonip Gp"
"23337","Casco Bay Gp"
"23338","Ellenburger Gp"
"23339","Arbuckle Gp"
"23340","Prairie du Chien Gp"
"23341","Wappinger Gp"
"23342","St John Gp"
"23343","Meguma Gp"
"23344","St. George Gp"
"23345","Kechika Gp"
"23346","Slocan Gp"
"23347","McKay Gp"
"23348","Tavsens Iskappe Gp"
"23349","Volvedal Gp"
"23350","Cow Head Gp"
"23351","El Paso Gp"
"23352","Harcourt Gp"
"23353","Admiralty Gp"
"23354","Milne Fiord Gp"
"23355","Conasauga Gp"
"23356","Cariboo Gp"
"23357","Moore Hollow Gp"
"23358","Conococheague Gp"
"23359","Stockbridge Gp"
"23360","Timbered Hills Gp"
"23361","Trempealeau Gp"
"23362","Elvins Gp"
"23363","Gallatin Gp"
"23364","Tunnel City Gp"
"23365","Elk Mound Gp"
"23366","Horseshoe Mountain Gp"
"23367","Dresbach Gp"
"23368","Liberty Complex Gp"
"23369","Woods Corners Gp"
"23370","Tonto Gp"
"23371","Gros Ventre Gp"
"23372","Albemarle Gp"
"23373","Conanicut Gp"
"23374","Furnace Gp"
"23375","Bourinot Gp"
"23376","Browns Mountain Gp"
"23377","Adeyton Gp"
"23378","Chilhowee Gp"
"23379","Atan Gp"
"23380","Gog Gp"
"23381","Brigham Gp"
"23382","Oak Hill Gp"
"23383","Labrador Gp"
"23384","Ellesmere Gp"
"23385","Bronlund Fjord Gp"
"23386","Tindir Gp"
"23387","Glenarm Gp"
"23388","Kahatchee Mountain Gp"
"23389","Windermere Gp"
"23390","Hamill Gp"
"23391","Polkorridoren Gp"
"23392","Ingenika Gp"
"23393","Hyland Gp"
"23394","Paradisfjeld Gp"
"23395","Skagen Gp"
